productid,category,page,image,show,info
3586283,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/BrusselsSproutCascadeF1.png,1,Brussels Sprout Cascade F1
7042598,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/BrusselsSproutDarkmar.png,1,Brussels Sprout Darkmar 21
3586332,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/BrusselsSproutEveshamSpecial.png,1,Brussles Sprout Evesham Special
9033448,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/BrusselsSproutMarteF1.png,1,Brussels Sprout Marte F1
7042607,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/BrusselsSproutMaximusF1.png,1,Brussels Sprout Maximus F1
3586284,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/BrusselsSproutRedBull.png,1,Brussels Sprout Red Bull
3586285,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/BrusselsSproutTrafalgarF1.png,1,Brussels Sprout Trafalgar F1
3586301,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageAutumnKing.png,1,Carrot Autumn King 2
3586289,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageCandissaF1.png,1,Cabbage Candissa F1 Rhs Agm
7042619,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageChineseYukiF1.png,1,Cabbage Chinese Yuki F1
9033451,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageDuncanF1.png,1,Cabbage Duncan F1
3586290,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageDurhamEarly.png,1,Cabbage Durham Early
7042625,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageGoldenAcrePrimo2.png,1,Cabbage Golden Acre Primo 2
3586287,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageGreyhound.png,1,Cabbage Greyhound Rhs Agm
3586288,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageHispiF1.png,1,Cabbage Hispi F1 Rhs Agm
3586291,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageHollandLateWinter.png,1,Cabbage Holland Late Winter
3586292,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageJanuaryKing3.png,1,Cabbage January King 3 Rhs Agm
7042638,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageKalibos.png,1,Cabbage Kalibos
3586294,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageRedDrumhead.png,1,Cabbage Red Drumhead
7042718,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageSavoyWintessaF1.png,1,Cabbage Savoy Wintessa F1
7042719,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageSpringHeroF1.png,1,Cabbage Spring Hero F1 Rhs Agm
3586295,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageStoneheadF1.png,1,Cabbage Stonehead F1 Rhs Agm
3586296,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageTundraF1.png,1,Cabbage Tundra F1 Rhs Agm
7042640,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CabbageWinterGreen.png,1,Cabbage Winter Green
3586297,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CalabreseGreenMagicF1.png,1,Calabrese Green Magic F1 Rhs Agm
3586298,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CalabreseGreenSprouting.png,1,Calabrese Green Sprouting
7042720,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CalabreseIronmanF1.png,1,Calabrese Ironman F1 Rhs Agm
3586299,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CalabreseMarathonF1.png,1,Calabrese Marathon F1
9033452,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CalabreseStemiaF1.png,1,Calabrese Stemia F1
7042723,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CapeGooseberry.png,1,Cape Gooseberry
3586300,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CarrotAmsterdamForcing.png,1,Carrot Amsterdam Forcing Rhs Agm
9033454,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CarrotEarlyMarket.png,1,Carrot Early Market
3586302,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CarrotEarlyNantes.png,1,Carrot Early Nantes 2
9033453,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CarrotEskimoF1.png,1,Carrot Eskimo F1
3586303,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CarrotFlyawayF1.png,1,Carrot Flyaway F1
3586304,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CarrotMixed.png,1,Carrot Mixed
3586305,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CarrotSugarsnaxF1.png,1,Carrot Sugarsnax F1 Rhs Agm
3586308,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerAalsmeer.png,1,Cauliflower Aalsmeer Rhs Agm
3586309,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerAllTheYearRound.png,1,Cauliflower All The Year Round
3586310,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerAutumnGiant.png,1,Cauliflower Autumn Giant
8447270,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerBarcelona.png,1,Cauliflower Barcelona
3586306,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerIgloo.png,1,Cauliflower Igloo
9033455,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerNorthForelandF1.png,1,Cauliflower North Foreland F1
3586281,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerRomanesco.png,1,Cauliflower Romanesco
3586307,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerSnowMarchF1.png,1,Cauliflower Snow March F1
9033456,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CauliflowerSunsetF1.png,1,Cauliflower Sunset F1
7042724,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CeleriacAsterixF1.png,1,Celeriac Asterix F1
3586311,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CeleriacGiantPrague.png,1,Celeriac Giant Prague
3586312,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CeleryGoldenSelfBlanching.png,1,Celery Golden Self Blanching
3586313,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CeleryRedGiant.png,1,Celery Giant Red
3586314,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CeleryVictoriaF1.png,1,Celery Victoria F1 Rhs Agm
3585907,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CeltuceorStemLettuce.png,1,Celtuce Or Stem Lettuce
3585968,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/ChardRhubarbChardRhubarb.png,1,Chard Rhubarb
9033470,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/ChilliBasketofFire.png,1,Chilli Basket of Fire
9033469,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/ChilliHungarianWax.png,1,Chilli Hungarian Wax
9033462,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/Climbing|FrenchBeanYardLong.png,1,Climbing French Bean Yard Long
3586315,SEEDS HERB,"Seeds, herb",pics/seedv/CorianderLeisure.png,1,Coriander Leisure Leafy
3586316,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CougetteZucchini.png,1,Courgette Zucchini
3586317,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CourgetteAllGreenBush.png,1,Courgette All Green Bush
7042729,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CourgetteAmbassadorF1.png,1,Courgette Ambassador F1
3586318,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CourgetteAtenaPolka.png,1,Courgette Atena Polka
9033440,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CourgetteClarionF1.png,1,Courgette Clarion F1
3586319,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CourgetteDefenderF1.png,1,Courgette Defender F1 Rhs Agm
3586320,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CourgetteFloridorF1.png,1,Courgette Floridor F1
3586321,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CourgetteMidnightF1.png,1,Courgette Midnight F1
3586323,SEEDS HERB,"Seeds, herb",pics/seedv/CressFineCurled.png,1,Cress Fine Curled
7042730,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CressLand(American)(AmericanCress).png,1,Cress Land (American)
3586326,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberBurplessTastyGreenF1.png,1,Cucumber Burpless Tasty Green F1
3586327,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberCrystalLemon.png,1,Cucumber Crystal Lemon
7042731,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberCucamelon.png,1,Cucumber Cucamelon
3586328,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberFemspotF1.png,1,Cucumber Femspot F1
3586329,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberGherkin..png,1,Cucumber Gherkin.
3586330,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberLaDiva.png,1,Cucumber La Diva
9033441,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberMiniMunchF1.png,1,Cucumber Mini Munch F1
3586331,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberPassandraF1.png,1,Cucumber Passandra F1
3586325,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/CucumberTelegraphImproved.png,1,Cucumber Telegraph Improved
7042733,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/FennelSweetFlorence.png,1,Fennel Sweet Florence
9033450,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/FlowerSprout.png,1,Flower Sprout
3586187,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/FrenchSorrel.png,1,French Sorrel
3586333,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/GourdButternut.png,1,Gourd Butternut
3585951,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/HanakanPakChoi.png,1,Pak Choi Hanakan
3586278,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/Kale(Borecole)DwarfGreenCurled.png,1,Borecole Dwarf Green Curled
3586279,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/Kale(Borecole)NeroDiToscana.png,1,Kale Nero Di Toscana
9033443,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/KaleMidnightSun.png,1,Kale Midnight Sun
9033444,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/KohlRabiKorfuF1.png,1,Kohl Rabi Korfu F1
7413993,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/KohlRabiPurpleDelicacy.png,1,Onion Spring Lilia 
3586176,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeafBeetBullsBlood.png,1,Beet Leaf Bulls Blood
3586272,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeafBeetPerpetualSpinach.png,1,Beet Leaf Perpetual Spinach
3586274,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeafBeetRainbowChard.png,1,Beet Leaf Rainbow Chard
3586275,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeafBeetRhubarbChard.png,1,Beet Leaf Rhubarb Chard
3586276,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeafBeetSwissChard.png,1,Beet Leaf Swiss Chard
3586337,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeekGiantWinter.png,1,Leek Giant Winter
3586338,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeekJolant.png,1,Leek Jolant
3586339,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeekLyon.png,1,Leek Lyon
3586340,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeekMusselburgh.png,1,Leek Musselburgh
5855113,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LeekTadorna.png,1,Leek Tadorna
3586346,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceAllYearRound.png,1,Lettuce All Year Round
7042741,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceAnalena.png,1,Lettuce Analena
3586347,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceArcticKing.png,1,Lettuce Arctic King
3586348,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceGreatLakes.png,1,Lettuce Great Lakes
3586349,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceIceberg4.png,1,Lettuce Iceberg 4
9033457,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceLeny.png,1,Lettuce Leny
3586341,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceLittleGemCos.png,1,Lettuce Little Gem Cos Rhs Agm
3586342,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceLobjoitsCos.png,1,Lettuce Lobjoits Cos Rhs Agm
3586343,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceLolloRossa.png,1,Lettuce Lollo Rossa Rhs Agm
3586350,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceMixed.png,1,Lettuce Mixed
3586351,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceRedFire.png,1,Lettuce Red Fire Rhs Agm
3586352,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceRedSaladBowl.png,1,Lettuce Red Salad Bowl Rhs Agm
3586353,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceSaladBowlGreen.png,1,Lettuce Salad Bowl Green Rhs Agm
3586344,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceSaladin.png,1,Lettuce Saladin
3586354,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceSuzan.png,1,Lettuce Suzan
3586345,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceWebbsWonderful.png,1,Lettuce Webbs Wonderful
3586355,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/LettuceWinterDensity.png,1,Lettuce Winter Density
3586357,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/MarrowLongGreenBush.png,1,Marrow Long Green Bush
3586356,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/MarrowLongGreenTrailing.png,1,Marrow Long Green Trailing
3586358,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/MelonEmirF1.png,1,Melon Emir F1 Rhs Agm
8447287,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/Mitsuba.png,1,Mitsuba (Japanese Parsley)
3586194,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/Mizuna.png,1,Mizuna
3586360,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/MustardWhite.png,1,Mustard White
3586195,SEEDS HERB,"Seeds, herb",pics/seedv/Namenia.png,1,Mild flavour crunchy texture
9033458,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OkraPureLuckF1.png,1,Okra Pure Luck F1
3586361,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionAilsaCraig.png,1,Onion Ailsa Craig
3586362,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionBedfordshireChampion.png,1,Onion Bedfordshire Champion
3586363,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionGlobo.png,1,Onion Globo
3586364,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionLongRedFlorence.png,1,Onion Long Red Florence
3586365,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionNorthHollandBloodRed.png,1,Onion North Holland Blood Red
9033460,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionParis|Silverskin.png,1,Onion Paris Silverskin
3586366,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionRedBrunswick.png,1,Onion Red Brunswick
7414012,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionSpringLilia.png,1,Longacre Honey 250g 10047.01 
3586367,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionSpringWhiteLisbon.png,1,Onion Spring White Lisbon Rhs Agm
7042749,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionSpringWhiteLisbon(WinterHardy).png,1,Onion Spring White Lisbon (Winter Hardy)
9033459,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OnionTosca.png,1,Onion Tosca
3586192,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/OrientalLeavesMixed.png,1,Salad Leaves Mixed Oriental Leaves
3585952,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PakChoiJoiChoi.png,1,Pak Choi Joi Choi
3585953,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PakChoiRedF1.png,1,Pak Choi Red F1
3586368,SEEDS HERB,"Seeds, herb",pics/seedv/ParsleyExtraTripleCurled.png,1,Parsley Extra Triple Curled
3586369,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/ParsnipCountessF1.png,1,Parsnip Countess F1
3586370,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/ParsnipHollowCrown.png,1,Parsnip Hollow Crown
7042750,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/ParsnipImperialCrown.png,1,Parsnip Imperial Crown
3586371,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/ParsnipTenderAndTrue.png,1,Parsnip Tender And True
9033465,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PeaBean.png,1,Pea Bean
3585956,SEEDS WRHS VEG,"Seed, vegetable",pics/seedv/PeaShootsSerge.png,1,Pea Shoot Serge 50g
9033463,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PeaTwinkle.png,1,Pea Twinkle
9033464,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PeaWaverex|(PetitPois).png,1,Pea Waverex (Petit Pois)
3586372,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PepperApacheF1.png,1,Pepper Apache F1
3586373,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PepperBeautyBellF1.png,1,Pepper Beauty Bell F1
3586374,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PepperChilliLongSlim.png,1,Pepper Chilli Long Slim
9033472,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PepperDemetraF1.png,1,Pepper Demetra F1
3586375,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PepperJalapeno.png,1,Pepper Jalapeno
3586376,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PepperLongRedMarconi.png,1,Pepper Long Red Marconi
9033471,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PepperSweetAstorF1.png,1,Pepper Sweet Astor F1
3586377,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PepperSweetMixed.png,1,Pepper Sweet Mixed
7042755,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PumpkinDillsAtlanticGiant.png,1,Pumpkin Dills Atlantic Giant
3586379,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PumpkinHundredweight.png,1,Pumpkin Hundredweight
7042754,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/PumpkinJackOLantern.png,1,Pumpkin Jack O Lantern
7042756,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/Radicchio(Chicory)PallaRossa.png,1,Radicchio (Chicory) Palla Rossa
3586380,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishCherryBelle.png,1,Radish Cherry Belle
7042757,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishChinaRose.png,1,Radish China Rose
3586381,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishFrenchBreakfast3.png,1,Radish French Breakfast 3
3586382,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishMixed.png,1,Radish Mixed
9033466,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishMooliAccord.png,1,Radish Mooli Accord
7042758,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishPoloneza.png,1,Radish Poloneza
3586383,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishSparkler.png,1,Radish Sparkler
3586384,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishSummerCrunch.png,1,Radish Summer Crunch
3585965,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/RadishWhiteIcicle.png,1,Radish White Icicle
3586385,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/Rocket.png,1,Rocket
7042762,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SaladLeafCornSaladVit(LambsLettuce).png,1,Salad Leaf Corn Salad Vit (Lambs Lettuce)
7042763,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SaladLeafRocketAstra.png,1,Salad Leaf Rocket Astra
7042764,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SaladRocket.png,1,Salad Rocket
3586387,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SavoyBestOfAll.png,1,Cabbage Savoy Best Of All
3586388,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SavoyResolutionF1.png,1,Savoy Resolution F1
3586203,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SorrelRedVeined.png,1,sharp lemon  flavour
3586193,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SpicyLeafMixed.png,1,Mixed Spicy Leaf
3586389,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SpinachGiantWinter.png,1,Spinach Giant Winter
3586390,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SpinachMissouriF1.png,1,Spinach Missouri F1
3586391,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SpinachNewZealand.png,1,Spinach New Zealand
7042765,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SpinachTromboneF1.png,1,Spinach Trombone F1
3586392,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashAutumnCrown.png,1,Squash Autumn Crown
7085525,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashCrownPrinceF1RHS.png,1,Squash Crown Prince F1 RHS
7085521,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashCustardWhite.png,1,Squash Custard White
3586393,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashHoneyBearF1.png,1,Squash Honey Bear F1
9033467,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashLittleGem|Rolet.png,1,Squash Little Gem Rolet
7042766,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashPattyPanSunburstF1.png,1,Squash Patty Pan Sunburst F1
3586334,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashTurksTurban.png,1,Squash Turks Turban
7042767,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashWinterButternutButterBushF1.png,1,Squash Winter Butternut Butterbush F1
7042768,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SquashWinterButternutHunterF1.png,1,Squash Winter Buternut Hunter F1
3586394,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SwedeBestOfAll.png,1,Swede Best Of All
3586395,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SwedeRuby.png,1,Swede Ruby Rhs Agm
3586396,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SwedeTweedF1.png,1,Swede Tweed F1
7042772,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SweetCornEarlikingF1.png,1,Sweet Corn Earliking F1
3586397,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SweetCornEarlyExtraSweetF1.png,1,Sweet Corn Early Extra Sweet F1
7519197,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SweetCornGoldcrest.png,1,Runner Bean Painted Lady 1kg sack 
7042773,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SweetCornLarkF1.png,1,Sweet Corn Lark F1
9033468,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SweetCornMiniPopF1SU.png,1,Sweet Corn Mini Pop F1 SU
3586398,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SweetCornSweetNuggetF1.png,1,Sweet Corn Sweet Nugget F1
3586399,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/SweetCornTastyGoldF1.png,1,Sweet Corn Tasty Gold F1
3586400,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoAilsaCraig.png,1,Tomato Ailsa Craig
3586401,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoAlicante.png,1,Tomato Alicante Rhs Agm
3586402,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoApricotDream.png,1,Tomato Apricot Dream
3586405,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoBeefmasterF1.png,1,Tomato Beefmaster F1 Rhs Agm
3586406,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoBlackRussian.png,1,Tomato Black Russian
3586407,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoGardenersDelight.png,1,Tomato Gardeners Delight Rhs Agm
3586403,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoGoldenSunrise.png,1,Tomato Golden Sunrise Rhs Agm
3586408,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoMarmande.png,1,Tomato Marmande
3586404,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoMoneymaker.png,1,Tomato Moneymaker
7085535,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoMountainMagicF1.png,1,Tomato Mountain Magic F1
3586409,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoOutdoorGirl.png,1,Tomato Outdoor Girl
3586410,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoSanMarzanoRedPlum.png,1,Tomato San Marzano Red Plum
3586411,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoShirleyF1.png,1,Tomato Shirley F1 Rhs Agm
7042775,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoSweetAperitif.png,1,Tomato Sweet Aperitif
3586412,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoSweetMillionF1.png,1,Tomato Sweet Million F1
3586413,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoTumblerF1.png,1,Tomato Tumbler F1
3586414,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoTumblingTomRed.png,1,Tomato Tumbling Tom Red
3586415,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TomatoTumblingTomYellow.png,1,Tomato Tumbling Tom Yellow
9033473,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TurnipGoldenBall.png,1,Turnip Golden Ball
3586416,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TurnipMilanPurpleTop.png,1,Turnip Milan Purple Top
3586417,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TurnipSnowball.png,1,Turnip Snowball
3586418,SEEDS VEGETABLE,"Seed, vegetable",pics/seedv/TurnipSweetbellF1.png,1,Turnip Sweetbell F1
3586069,POTATOES,Potatoes,pics/spud/Cara.png,1,"Main crop Scab, blight & eelworm resistant"
3586070,POTATOES,Potatoes,pics/spud/Charlotte.png,1,2nd early Waxy salad variety
3586071,POTATOES,Potatoes,pics/spud/Desiree.png,1,Main crop Waxy red
6186559,POTATOES,Potatoes,pics/spud/Estima.png,1,2nd early Scab resistant
