productid,category,page,image,show,info
3586072,POTATOES,Potatoes,pics/spud/InternationalKidney.png,1,2nd early Scab resistant
3586073,POTATOES,Potatoes,pics/spud/Kestrel.png,1,2nd early Scab resistant
3586074,POTATOES,Potatoes,pics/spud/KingEdward.png,1,Main crop Scab resistant
6186509,POTATOES,Potatoes,pics/spud/LadyChristl.png,1,1st/2nd early Scab & eelworm resistant
3586075,POTATOES,Potatoes,pics/spud/Marfona.png,1,2nd early
3586076,POTATOES,Potatoes,pics/spud/MarisPiper.png,1,Main crop Eelworm resistant
3586077,POTATOES,Potatoes,pics/spud/Nicola.png,1,Seed Potato Nicola
3586078,POTATOES,Potatoes,pics/spud/PentlandJavelin.png,1,1st early Scab & eelworm resistant
3586079,POTATOES,Potatoes,pics/spud/Picasso.png,1,Main crop Red-eyed variety
6186529,POTATOES,Potatoes,pics/spud/RedDukeOfYork.png,1,1st early Scab resistant
3586080,POTATOES,Potatoes,pics/spud/Rocket.png,1,1st early Eelworm resistant
3586081,POTATOES,Potatoes,pics/spud/SarpoMira.png,1,Blight Resistant 1kg
3586082,POTATOES,Potatoes,pics/spud/Wilja.png,1,2nd early Scab resistant
5154151,OTHER,Sundries,pics/sund/2016-09.png,1,WRHS Newsletter Printed copy
3586214,GARDENING SUNDRIES,Sundries,pics/sund/ApolloCaneCap.png,1,Apollo Cane Caps pack of 4
7023962,OTHER,Sundries,pics/sund/Calendar2017.png,1,WRHS Calander 2017
8944581,PENS,Sundries,pics/sund/pen-fine.png,1,Staedtler Marker waterproof fine black
7946204,DISCONTINUED,,pics/sund/pen-fine.png,0,Staedtler Marker fine black
7685590,HARDWARE,Hardware,pics/tools/booster.png,1,Wheelbarrow booster
3586220,TOOLS,Tools and Equipment,pics/tools/BypassSecateurs.png,1,Bypass Pruner
3586227,TOOLS,Tools and Equipment,pics/tools/FIS137101.png,1,Power Grip Hand Trowel Fiskars 137101
3586229,TOOLS,Tools and Equipment,pics/tools/Fiskars123760.png,1,Pruning Saw Fiskars Softgrip
3586228,TOOLS,Tools and Equipment,pics/tools/Fiskars911470W.png,1,Stainless Steel Swoe Fiskars 911470W
3586231,TOOLS,Tools and Equipment,pics/tools/FiskarsBorderSpade.png,1,Stainless Steel Border Spade Fiskars 140mm wide blade
3586230,TOOLS,Tools and Equipment,pics/tools/FiskarsDiggingSpade.png,1,Stainless Steel Digging Spade Fiskars 180mm wide blade
3586232,TOOLS,Tools and Equipment,pics/tools/FiskarsFoldingKnife.png,1,Folding Lock Back Knife
5869288,TOOLS,Tools and Equipment,pics/tools/FiskarsSwoe.png,1,Swoe Stainless Steel Fiskars FSK136409
3586243,TOOLS,Tools and Equipment,pics/tools/Rolson82506_LeafCollectors.png,1,Rolson Leaf Collectors Pair
3586244,TOOLS,Tools and Equipment,pics/tools/Rolson82611.png,1,Hand Fork Rolson 82611 Stainless Steel Ash Handle
3586226,TOOLS,Tools and Equipment,pics/tools/Shear113680.png,1,Single Handed Shear Fiskars Servo 13680
3586225,TOOLS,Tools and Equipment,pics/tools/ShearFSK113320.png,1,Lawn Shear Long Handle Fiskars 113320
3586250,TOOLS,Tools and Equipment,pics/tools/SpearJackson4058NB.png,1,Hand Trowel Spear & Jackson 4058NB/09
3586246,TOOLS,Tools and Equipment,pics/tools/SpearJackson4822RSA.png,1,S&J Actv 22 inch Bypass Lopper 4822RSA
3586248,TOOLS,Tools and Equipment,pics/tools/SpearJackson4859PC_ head.png,1,Long ash handled Spear & Jackson 4859PC
3586249,TOOLS,Tools and Equipment,pics/tools/SpearJackson4990NB.png,1,Digging Fork Spear & Jackson 4990NB/09
3586247,TOOLS,Tools and Equipment,pics/tools/SpearJackson8110RS.png,1,S&J Hedge Shear 8110Rs*
5860017,TOOLS,Tools and Equipment,pics/tools/SpearJacksonFork4053NB.png,1,Spear & Jackson Elements 4053NB
6854614,TOOLS,Tools and Equipment,pics/tools/SpearJacksonSprayer2Litre.png,1,2 Litre Pump Action Spear & Jackson
6854597,TOOLS,Tools and Equipment,pics/tools/SpearJacksonSprayer5Litre.png,1,5 litre Pump Action Spear & Jackson
6854560,TOOLS,Tools and Equipment,pics/tools/SpearJacksonSprayerWand.png,1,Spear & Jackson Extendible Sprayer Wand
4372543,HARDWARE,Hardware,pics/tools/Wheelbarrow.png,1,Black Wheelbarrow 90ltr Flat Packed
5023311,HARDWARE,Hardware,pics/tools/Wheelbarrow.png,1,Black Wheelbarrow 90ltr Assembled
3586255,TOOLS,Tools and Equipment,pics/tools/WidgerDibber.png,1,Widger & Dibber
3586242,TOOLS,Tools and Equipment,pics/tools/WilkinsonHandFork.png,1,Hand Fork Rolcut
3586256,TOOLS,Tools and Equipment,pics/tools/WilkinsonHandFork223233.png,1,Hand Fork Wilkinson Sword Transplanter Classic 223233
5869038,TOOLS,Tools and Equipment,pics/tools/WilkinsonTreeCutter1111171W.png,1,Wilkinson Sword 1111171W Telescopic Tree Cutter
3585796,CELL TRAYS,Seed growing,pics/tray/12pack.png,1,12 cells black lightweight plastic Fits half-size propagator lid
3585795,CELL TRAYS,Seed growing,pics/tray/20pack.png,1,20 cells black lightweight plastic Fits half-size propagator lid
3585794,CELL TRAYS,Seed growing,pics/tray/6pack.png,1,6 cells black lightweight plastic Fits half-size propagator lid
3586165,SEED TRAYS,Seed growing,pics/tray/divtray.png,1,Black lightweight plastic
3586170,SEED TRAYS,Seed growing,pics/tray/fulllid.png,1,Clear Hard plastic Fits full size seed tray
3586166,SEED TRAYS,Seed growing,pics/tray/fulltray.png,1,Black Hard plastic Full size with drainage
3586167,SEED TRAYS,Seed growing,pics/tray/fulltray.png,1,Black Hard plastic Full size No drainage
3586169,SEED TRAYS,Seed growing,pics/tray/halflid.png,1,Clear Hard plastic Fits half size seed tray
3586168,SEED TRAYS,Seed growing,pics/tray/halftray.png,1,Black Hard plastic Half size with drainage
3585819,TREATMENTS,Treatments,pics/treat/Doff-Hormone-Rooting.png,1,Doff Hormone Rooting Powder 75g
3586026,TREATMENTS,Treatments,pics/treat/MaxicropTakeRoot.png,1,Maxicrop Take Root Liquid 300ml
3585824,TREATMENTS,Treatments,pics/treat/Murphy-Sequestrene.png,1,Murphy Sequestrene Granules 5 sachet pack
3586028,FEEDS & FERTILISERS,Feed and fertiliser,pics/treat/Vitax-Q4-Plus-60g.png,1,Vitax Q4 Plus Fertiliser with Mycorrhizal Fungi 60g
3586029,FEEDS & FERTILISERS,Feed and fertiliser,pics/treat/Vitax-Q4-Plus-900g.png,1,Vitax Q4 Plus Fertiliser with Mycorrhizal Fungi 900g
3586031,TREATMENTS,Treatments,pics/treat/Vitax-Q4-Rootmore-250g.png,1,Vitax Q4 Rootmore Mycorrhizal Fungi 250g
3586032,TREATMENTS,Treatments,pics/treat/Vitax-Q4-Rootmore-60g.png,1,Vitax Q4 Rootmore Mycorrhizal Fungi 60g
3586030,FEEDS & FERTILISERS,Feed and fertiliser,pics/treat/Vitax-Q4-Soluble.png,1,Vitax Q4 Premium Soluble Plant Food 1Kg
7814707,FEEDS & FERTILISERS,Feed and fertiliser,pics/treat/Vitax-Q4-TomatoFeed-1litre.png,1,Q4 Premium Tomato Feed 1 litre
5869345,HOSE FITTINGS,Watering,pics/water/DoubleMaleGreen.png,1,"Hose Connector Male-Male Green, ½ in"
4373352,DISCONTINUED,,pics/water/GN175-Plinth.png,0,for 210l butt Strata GN175
3586421,HOSE FITTINGS,Watering,pics/water/HawsF12-10.png,1,Hose rose spray Finas F12/10
5869376,HOSE FITTINGS,Watering,pics/water/HoseConnectorFemaleFemaleGreen.png,1,Garden Hose Repair Connector Draper 89383 1/2-inch Female-Female Green
3586005,HOSE FITTINGS,Watering,pics/water/Hozelock2055.png,1,Hozelock Plus 2055 Waterstop Connector
3585997,HOSE FITTINGS,Watering,pics/water/Hozelock2100.png,1,Hozelock 2100 Hose Repair Connector 12.5-15Mm
3585998,HOSE FITTINGS,Watering,pics/water/Hozelock2175.png,1,Hozelock 2175 Threaded Tap Connector 26.5mm
3586004,HOSE FITTINGS,Watering,pics/water/Hozelock2291.png,1,Hozelock Double Male Connector
3585996,HOSE FITTINGS,Watering,pics/water/Hozelock2660.png,1,Fan Spray Hozelock 2660
3585999,HOSE FITTINGS,Watering,pics/water/Hozelock2674P0000.png,1,Hozelock 2674P0000-5PK Jet Spray Gun
7943901,HOSE FITTINGS,Watering,pics/water/QC26-no-waterstop.png,1,Hose connector no shutoff
7943903,HOSE FITTINGS,Watering,pics/water/QC26-waterstop.png,1,Hose connector with shutoff
3586157,RAINWATER GOODS,Watering,pics/water/W1870-rain-diverter-pack.png,1,Rain Diverter Kit
3586159,RAINWATER GOODS,Watering,pics/water/W1871-linking-kit.png,1,Water Butt Linking Kit W1871 
3586158,RAINWATER GOODS,Watering,pics/water/W1872-butt-tap.png,1,Repacement Water Butt Tap
4373534,HARDWARE,Hardware,pics/water/ward-100-litre-water-butt-kit.png,1,"100 Litre with lid, tap & plinth Strata GN339"
4373310,HARDWARE,Hardware,pics/water/WardGN325.png,1,210 Litre with lid & tap  no stand Strata G325
4373410,HARDWARE,Hardware,pics/water/WardGN335.png,1,"210 Litre with lid, tap & plinth Strata GN335"
3585804,WEED KILLERS,Weed Killers,pics/weed/BayerSuperStrengthWeedkiller1.png,1,Bayer Superstrength Weedkiller single sachet
3585805,WEED KILLERS,Weed Killers,pics/weed/BayerSuperStrengthWeedkiller6.png,1,Bayer Superstrength Weedkiller 12 sachets
3585821,WEED KILLERS,Weed Killers,pics/weed/Deep_Root_Ultra.png,1,Deep Root Ultra treestump killer 400ml
3585834,WEED KILLERS,Weed Killers,pics/weed/roundup-gel.png,1,Roundup Gel 150ml
3585833,WEED KILLERS,Weed Killers,pics/weed/roundup-spray.png,1,Roundup RTU 1 litre
3585829,WEED KILLERS,Weed Killers,pics/weed/roundup.png,1,Roundup GC 140ml
3585826,WEED KILLERS,Weed Killers,pics/weed/Scotts-pathclear-18tub.png,1,Pathclear Weedkiller single 18ml tube
3585827,DISCONTINUED,,pics/weed/Scotts-pathclear-18tub.png,0,Pathclear Weedkiller single 12g sachet
5898030,DISCONTINUED,,pics/weed/Scotts-pathclear-18tub.png,0,Pathclear Weedkiller 18 x 18ml sachets
8910989,WEED KILLERS,Weed Killers,pics/weed/Vitax-SBK-Brushwood.png,1,SBK Brushwood Killer 500ml
3585853,WEED KILLERS,Weed Killers,pics/weed/Vitax-SBK-Brushwood.png,1,Vitax SBK Brushwood Killer 1 litre
3585858,WEED KILLERS,Weed Killers,pics/weed/Vitax-Weedfree-Path-Patio-Conc.png,1,Vitax Weedfree Concentrate 1 litre
3585860,WEED KILLERS,Weed Killers,pics/weed/Vitax-Weedfree-Path-Patio-Conc.png,1,Vitax Weedfree Path & Patio Weedkiller 1 litre
3585859,WEED KILLERS,Weed Killers,pics/weed/Vitax-Weedfree-Path-Patio-rtu.png,1,Vitax Weedfree Path & Patio Weedkiller RTU 750ml
3585861,WEED KILLERS,Weed Killers,pics/weed/Vitax-Weedfree-rtu.png,1,Vitax Weedfree RTU 750ml
3585862,WEED KILLERS,Weed Killers,pics/weed/Vitax-Weedfree-sachets.png,1,Vitax Weedfree Sachets 1 Sachet
3585863,WEED KILLERS,Weed Killers,pics/weed/Vitax-Weedfree-sachets.png,1,Vitax Weedfree 6 100ml sachets
3586161,ROPE,"Wire, Rope and Twine",pics/wire/RopeBlue.png,1,Rope polypropylene 6mm blue
6531448,FLOWER ARRANGING,Flower Arranging,pics/wire/WireBobbin.png,1,Binding Wire bobbin
6531458,LBS BULK,,pics/wire/WireStubbing.png,0,Stubbing Wire bundle 23cm 9 inch  for wreath making
8769331,GARLIC,"Onions, Shallots and Garlic",,1,Large bulb
5896923,EX BOOKS,Hardware,,1,Astronomy Beginner Guide
8848385,GARLIC,"Onions, Shallots and Garlic",,1,Garlic Carcassonne Wight x1
5774906,SHED PRODUCTS,Feed and fertiliser,,1,Vitax Green Up Lawn Sand 20kg - STX-326691
5800691,SHED PRODUCTS,Feed and fertiliser,,1,Spring & Summer Lawn feed 9-7-7 25kg
3585837,WEED KILLERS,Weed Killers,,1,Verdone Extra Lawn Weedkiller RTU 800ml
3585838,WEED KILLERS,Weed Killers,,1,Verdone Extra Lawn Weedkiller 500ml
3585844,WEED KILLERS,Weed Killers,,1,Vitax Lawn Clear
8330798,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Nippon Ant Killer Powder 300g
3585812,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Bio Fungus Fighter 1 litre
3585814,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Bug Clear Ultra Flowering Plants 200ml
3585818,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Doff Foaming Wasp Nest Destroyer 300ml
3585830,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Bug Clear Fruit & Veg 250ml
3585831,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Bug Clear Ultra for Fruit & Veg 200ml
3585839,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Copper Mixture 175g
3585840,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Copper Slug Tape 4m
3585841,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Fruit Tree Grease 200g
3585842,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Green Sulphur 225g
3585846,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Nippon Ant Killer Powder 150g
3585847,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Nippon Woodlice Killer 150g
3585848,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Pepper Dust 225g
3585849,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Plant Pest Killer 300ml
3585850,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Py Bug Killer RTU 750ml
3585851,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Py Garden Insect Killer 250ml
3585852,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Py Insect Powder 175g
3585854,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Scent Off Granules 225g
3585855,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Slug Gone 1 litre
3585856,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Slug Rid 500g
3585857,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Stay Off RTU 750ml
3585865,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Winter Tree Wash 500ml
3585866,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Vitax Yellow Sulphur 225g
3585817,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Doff Ant & Crawling Insect Killer RTU 1 litre 
3585832,PESTICIDES & REPELLENTS,Pesticides and Repellants,,1,Roseclear Ultra RTU 1 litre 
3585871,FLOWER POTS & BOWLS,"Flowerpots, Bowls and Planters",,1,Carry Tray for 15 x 7cm pots
3585876,FLOWER POTS & BOWLS,"Flowerpots, Bowls and Planters",,1,Black 4 Aeroplas Pot Holder
3585880,FLOWER POTS & BOWLS,"Flowerpots, Bowls and Planters",,1,Black 9 Aeroplas Pot Holder
3586083,COMPOSTS WRHS,Compost and growing media,,1,3 litre bag
3586089,COMPOSTS WRHS,Compost and growing media,,1,10 litre bag
3586092,COMPOSTS WRHS,Compost and growing media,,1,"Raingel 100g Unique, fast acting water storage granules. Ideal for hanging baskets, pots, & planters. Mix 5g (1 teaspoon) with 5 litres of compost when planting.  Water liberally."
3586093,COMPOSTS WRHS,Compost and growing media,,1,"Vermiculite Fine 3 litre Improves water holding capacity and speeds up germination time, aids aeration. Application rate: 50% with growing medium. Can also be used on its own to cover seeds after sowing."
7349950,COMPOSTS WRHS,Compost and growing media,,1,Pea Oregon Sugar Pod 100g March - June for crop in June - September
7597214,COMPOSTS WRHS,Compost and growing media,,1,Made from igneous rock. Medium Grade 3mm - 5mm granule size. Mix (up to 40% by volume) with soil to improve aeration. Improves water holding capacity.  DO NOT INHALE DUST
3586085,DISCONTINUED,,,0,Ericaceous Compost 6 litre A general compost for lime-hating plants. Does not contain calcium.  Mixed by WRHS
3586086,COMPOSTS WRHS,Compost and growing media,,1,"Grow Organic 1kg General purpose fibrous fertiliser, with neutral pH. Suitable for all flowers, fruits, lawns and vegetables. Can be used as plant feed, or added to break down heavy clay soil in Autumn.  Manufacturer: Groworganic"
3586087,COMPOSTS WRHS,Compost and growing media,,1,"Grow Organic 2.5kg General purpose fibrous fertiliser, with neutral pH. Suitable for all flowers, fruits, lawns and vegetables. Can be used as plant feed, or added to break down heavy clay soil in Autumn.  Manufacturer: Groworganic"
7273890,COMPOSTS WRHS,Compost and growing media,,1,"Grow Organic 500g General purpose fibrous fertiliser, with neutral pH. Suitable for all flowers, fruits, lawns and vegetables. Can be used as plant feed, or added to break down heavy clay soil in Autumn.  Manufacturer: Groworganic"
3586088,FERTILISER WRHS,Feed and fertiliser,,1,Growmore 2.5kg General purpose fertiliser. For use all year round.
3586090,FERTILISER WRHS,Feed and fertiliser,,1,"An organic slow release growth promoting fertiliser. Spread 3g/sq m. (1oz/sq yd) If used on lawns, apply before rain or water in."
3586145,FERTILISER WRHS,Feed and fertiliser,,1,"Vitax 6X Chicken Manure Pellets 2.5kg A natural organic processed, weed-free fertiliser for use on all plants. Do not apply at the same time as lime - allow 3 weeks between. Manufacturer: Vitax Ltd"
3586148,FERTILISER WRHS,Feed and fertiliser,,1,Bone Meal 2.5kg Sterilised Organic slow-release fertiliser containing a high proportion of Phosphorus for healthy root growth. For Roses and vegetables 135g/sq m For tree planting 70g/sq m  Manufacturer: J Arthur Bower
3586149,FERTILISER WRHS,Feed and fertiliser,,1,"Epsom Salts 500g Rapid cure for Magnesium deficiency. Particularly beneficial for tomatoes and house plants. Apply as necessary during growing season, if yellowing of the leaves between the veins occurs.  Manufacturer: Gem Ltd"
3586153,FERTILISER WRHS,Feed and fertiliser,,1,Lime 2.5kg Breaks down heavy soil and neutralises high acidity Manufacturer: Sinclair
3586155,FERTILISER WRHS,Feed and fertiliser,,1,"200g. CONTAINS NPK, MAGNESIUM & ALL NECESSARY MICRO ELEMENTS Slow release over 6 months, so plants are supplied with nutrients over the whole growing cycle. - APPLICATION RATES BASKETS & POTS 2-4 TEASPOONS IN COMPOSTS 2 TEASPOONS PER 10 LITRES"
3869460,FERTILISER WRHS,Feed and fertiliser,,1,Ericaceous Fertiliser 1kg 10-25g/sq m
4818814,FERTILISER WRHS,Feed and fertiliser,,1,Blood Fish & Bone 1kg bag NPK 3:9:3 Apply in Summer for flowers and fruit
6498196,FERTILISER WRHS,Feed and fertiliser,,1,"Lawnfeed Autumn 4-12-12 Sportsmaster 1kg Breaks down quickly to give rapid uptake of nutrients, reducing risk of scorch or mower pick up. Application rate: 40g/sq m  Manufacturer: Sportsmaster"
6498296,FERTILISER WRHS,Feed and fertiliser,,1,"Lawnfeed Autumn 4-12-12 Sportsmaster 2.5kg Breaks down quickly to give rapid uptake of nutrients, reducing risk of scorch or mower pick up. Application rate: 40g/sq m  Manufacturer: Sportsmaster"
7127599,FERTILISER WRHS,Feed and fertiliser,,1,Bone Meal 1kg Sterilised Organic slow-release fertiliser containing a high proportion of Phosphorus for healthy root growth. For Roses and vegetables 135g/sq m For tree planting 70g/sq m  Manufacturer: J Arthur Bower
7271436,FERTILISER WRHS,Feed and fertiliser,,1,"Vitax 6X Chicken Manure Pellets 1kg A natural organic processed, weed-free fertiliser for use on all plants. Do not apply at the same time as lime - allow 3 weeks between. Manufacturer: Vitax Ltd"
7298680,FERTILISER WRHS,Feed and fertiliser,,1,Growmore 1kg General purpose fertiliser. For use all year round.
7559362,FERTILISER WRHS,Feed and fertiliser,,1,Growmore 500g General purpose fertiliser. For use all year round.
3586094,FERTILISER WRHS,Feed and fertiliser,,1,Vitax Q4 Professional (NPK 5.3-7.5-10+TE) 1kg All-purpose fertiliser for use in Spring and Summer Manufacturer: Vitax Ltd
3586097,FERTILISER WRHS,Feed and fertiliser,,1,"Spring & Summer Lawnfeed 9-7-7 1kg Breaks down quickly to give rapid uptake of nutrients, reducing risk of scorch or mower pick up. Application rate: 35 - 70 g/sq m  Manufacturer: Sportsmaster"
3586099,FERTILISER WRHS,Feed and fertiliser,,1,Sulphate of Potash 2.5kg Plant food to promote fruit and flowers Manufacturer: Sinclair
3586100,FERTILISER WRHS,Feed and fertiliser,,1,Sulphate of Ammonia 2.5kg 
3586101,FERTILISER WRHS,Feed and fertiliser,,1,Sulphate of Iron 0.5kg 
3586102,FERTILISER WRHS,Feed and fertiliser,,1,"Superphosphate 1kg Helps plants establish quickly for healthier, abundant fruit and vegetables. Promotes strong and healthy rooting. Manufacturer: Gem Ltd."
3586103,FERTILISER WRHS,Feed and fertiliser,,1,"Superphosphate 2.5kg Helps plants establish quickly for healthier, abundant fruit and vegetables. Promotes strong and healthy rooting. Manufacturer: Gem Ltd."
3586150,FERTILISER WRHS,Feed and fertiliser,,1,Lawn Sand 2.5kg Nitrogenous lawn feed with Ferrous Sulphate moss killer. Bare patches left can be re-seeded 8 weeks after treatment. Apply 135g/sq m in Spring and Summer - min 3 months apart - and water in.
3586151,FERTILISER WRHS,Feed and fertiliser,,1,Lawn Weed Feed & Moss Killer 1kg
4374674,FERTILISER WRHS,Feed and fertiliser,,1,"Spring & Summer Lawn Feed NPK 9-7-7 2.5kg. Breaks down quickly to give rapid uptake of nutrients, reducing risk of scorch or mower pick up. Application rate: 35 - 70 g/sq m  Manufacturer: Sportsmaster"
7150734,FERTILISER WRHS,Feed and fertiliser,,1,Lawn Sand 1kg Nitrogenous lawn feed with Ferrous Sulphate moss killer. Bare patches left can be re-seeded 8 weeks after treatment. Apply 135g/sq m in Spring and Summer - min 3 months apart - and water in.
7265387,FERTILISER WRHS,Feed and fertiliser,,1,"Superphosphate 500g Helps plants establish quickly for healthier, abundant fruit and vegetables. Promotes strong and healthy rooting. Manufacturer: Gem Ltd."
7273815,FERTILISER WRHS,Feed and fertiliser,,1,"Nitrate of Chalk 1kg Nitrate of Chalk (Calcium Ammonium Nitrate) 27-0-0   Supplier: Gem Gardening This is a synthetically produced, quick acting fertiliser most frequently used in Spring or early Summer, before planting or during the early days of growth. It is especially useful for brassicas. Apply at the rate of 50 g/sq metre (1.5 oz/sq yd) CAUTION * Do not mix with other fertilisers  * Store in a dry, frost-free place, away from children, pets and foodstuffs *  Wash hands & exposed skin after use  *  Wear gloves when handli"
7266229,FERTILISER WRHS,Feed and fertiliser,,1,Sulphate of Potash 500g Plant food to promote fruit and flowers Manufacturer: Sinclair
7273773,FERTILISER WRHS,Feed and fertiliser,,1,"Hoof & Horn 1kg An organic slow release growth promoting fertiliser. Spread 3g/sq m. (1oz/sq yd) If used on lawns, apply before rain or water in."
7273856,FERTILISER WRHS,Feed and fertiliser,,1,Sulphate of Ammonia 1kg Fast acting source of nitrogen to promote strong growth on green leaf crops. Manufacturer: Vitax Ltd
7273868,FERTILISER WRHS,Feed and fertiliser,,1,Lime 1kg Breaks down heavy soil and neutralises high acidity Manufacturer: Sinclair
7273921,FERTILISER WRHS,Feed and fertiliser,,1,Garlic Picardy Wight 1kg bag 
7361090,FERTILISER WRHS,Feed and fertiliser,,1,Kohl Rabi Purple Delicacy 
7648563,FERTILISER WRHS,Feed and fertiliser,,1,Sulphate of Potash 1kg Plant food to promote fruit and flowers Manufacturer: Sinclair
7689635,FERTILISER WRHS,Feed and fertiliser,,1,"John Innes Base 1kg A ready mixed blend of Hoof & Horn, Superphosphate, and Potassium Sulphate suitable for mixing with composts. Supplier: Gem Gardening"
3586095,FERTILISER WRHS,Feed and fertiliser,,1,Vitax Q4 Professional (NPK 5.3-7.5-10+TE) 2.5kg All-purpose fertiliser for use in Spring and Summer Manufacturer: Vitax Ltd
3586146,DISCONTINUED,,,0,"Blood Fish & Bone 500g AB NPK 5:5:6.5 All year round for leaf and root development Natural organic plant food for long lasting effect, or rapid boost. A slow-release fertiliser that may be applied all year round to improve soil fertility. Effective for 6 weeks - suitable for addition to soil in Winter to encourage early vegetables. Sprinkle 70g/sq m (2ozs/sq.yd) and dig in. Water well. Manufacturer: J.Arthur Bower"
3586147,DISCONTINUED,,,0,Blood Fish & Bone 2.5kg AB NPK 5:5:6.5 All year round for leaf and root development 
6894343,DISCONTINUED,,,0,Blood Fish and Bone 500g NPK 3:9:3 Ideal for flowers and fruit. Natural organic food to encourage strong healthy growth. Slow-release fertiliser for use in Spring and Summer. Apply small handful around the base of each plant Wear gloves. Manufacturer: Sinclair
6894279,DISCONTINUED,,,0,Blood Fish And Bone 2.5Kg NPK 3:9:3 Ideal for flowers and fruit.Apply in Summer Sinclair Natural organic food to encourage strong healthy growth. Slow-release fertiliser for use in Spring and Summer. Apply small handful around the base of each plant Wear gloves. Manufacturer: Sinclair
7266188,DISCONTINUED,,,0,"Blood Fish & Bone 1kg AB NPK 5:5:6.5 All year round for leaf and root development Natural organic plant food for long lasting effect, or rapid boost. A slow-release fertiliser that may be applied all year round to improve soil fertility. Effective for 6 weeks - suitable for addition to soil in Winter to encourage early vegetables. Sprinkle 70g/sq m (2ozs/sq.yd) and dig in. Water well. Manufacturer: J.Arthur Bower"
9404127,SEEDS FLOWER,"Seed, flower",,1,Sweet William Indian Carpet
8099660,TOOLS,Tools and Equipment,,1,Border Fork Spear & Jackson 4994N/09
8099975,TOOLS,Tools and Equipment,,1,Border Spade Spear & Jackson 4194NB
8100112,TOOLS,Tools and Equipment,,1,Transplanting Trowel Spear & Jackson 4054NB/09
8100142,TOOLS,Tools and Equipment,,1,Dutch Hoe Spear & Jackson 4135NB/09
8937741,TOOLS,Tools and Equipment,,1,Pruning Saw Spear & Jackson 4938PS
7682635,DISCONTINUED,,,0,Secateurs Bypass Draper
6572936,WEED KILLERS,Weed Killers,,1,Bio Fungus Fighter Plus RTU 800ml
8645796,BIRD FOOD,Bird Food,,1,Bird Seed 20kg
9037818,CLEANERS,Cleaners and Sterilisers,,1,Doff Outdoor Cleaning Fluid 1 litre
3585813,CLEANERS,Cleaners and Sterilisers,,1,Brintons Patio Magic 2.5 litre
9257455,COMPOSTS ETC,Compost and growing media,,1,Ericaceous Compost 40 litre Durston 
9257551,COMPOSTS ETC,Compost and growing media,,1,Growbag (Standard) Durston 
9257737,COMPOSTS ETC,Compost and growing media,,1,Bark large chip 100 litre Durston 
9257339,COMPOSTS ETC,Compost and growing media,,1,Multipurpose Compost 60 litre Durston 
9257480,COMPOSTS ETC,Compost and growing media,,1,Peat Free Compost 40 litre Durston 
9257488,COMPOSTS ETC,Compost and growing media,,1,Farmyard Manure 40 litre Durston 
11218564,COMPOSTS ETC,Compost and growing media,,1,10mm Gravel 6 litre
8662435,COMPOSTS WRHS,Compost and growing media,,1,50% Irish Moss Peat 25% Somerset Sedge 25% Mushroom Compost Not suitable for ericaceous plants. Supplier: Oaktree
9145755,COMPOSTS WRHS,Compost and growing media,,1,A general compost for lime-hating plants. Does not contain calcium.  Mixed by WRHS
3868232,EX BULK COMPOSTS,Compost and growing media,,1,Special Organic Fertiliser (Special Offer) 15kg Sack
9257325,EX BULK COMPOSTS,Compost and growing media,,1,Multipurpose Compost 40 litre Durston 
5844230,SHED PRODUCTS,Compost and growing media,,1,Vermiculite medium 100 litre sack
9037759,FEEDS & FERTILISERS,Feed and fertiliser,,1,Orchid Drip Feeder pack of 2
9297646,FEEDS & FERTILISERS,Feed and fertiliser,,1,Doff Tomato Feed 2.5 litre
9297778,FEEDS & FERTILISERS,Feed and fertiliser,,1,Doff Pour and Feed 1 litre
9298337,FEEDS & FERTILISERS,Feed and fertiliser,,1,Maxicrop Seaweed Plus 500ml
